"name","sourceHomeURL","sourceRSSLink","isGeneral","category1","category2","category3"
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/dailyhealth.xml",TRUE,"Daily Health and Medical News",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/weeklyhealth.xml",TRUE,"Weekly Health and Medical News Digest",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Allergies.xml",FALSE,"Allergies",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Alzheimers.xml",FALSE,"Alzheimers",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Arthritis.xml",FALSE,"Arthritis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Asthma.xml",FALSE,"Asthma",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Cholesterol.xml",FALSE,"Cholesterol",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Chronic_Pain.xml",FALSE,"Chronic Pain",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Crohns_Disease.xml",FALSE,"Crohn's Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Depression.xml",FALSE,"Depression",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Diabetes.xml",FALSE,"Diabetes",,
"Diabetes Mine","http://www.diabetesmine.com/","http://www.diabetesmine.com/feed",FALSE,"Diabetes",,
"Six Until Me","http://www.sixuntilme.com/","http://feeds.feedburner.com/sixuntilme/xHYh",FALSE,"Diabetes",,
"Diabetes Developments","http://www.mendosa.com/blog/","http://www.mendosa.com/blog/?feed=rss2",FALSE,"Diabetes",,
"Dr. Bill Quick's SharePosts","http://www.healthcentral.com/profiles/c/110/index","http://www.healthcentral.com/profiles/c/110/rss",FALSE,"Diabetes",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Feet_and_Fitness.xml",FALSE,"Feet And Fitness",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Hearing.xml",FALSE,"Hearing",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Heart.xml",TRUE,"Heart",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Hepatitis_C.xml",FALSE,"Hepatitis C",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/High_Blood_Pressure.xml",FALSE,"High Blood Pressure",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/HIV.xml",FALSE,"HIV",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Kids_Health.xml",TRUE,"Kid's Health",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Liver.xml",FALSE,"Liver",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Lungs.xml",FALSE,"Lungs",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Medications.xml",TRUE,"Medications",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Menopause.xml",FALSE,"Menopause",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Mens_Health.xml",TRUE,"Men's Health",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Migraine.xml",FALSE,"Migraine",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Osteoporosis.xml",FALSE,"Osteoporosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Rheumatoid_Arthritis.xml",FALSE,"Rheumatoid Arthritis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Senior_Health.xml",TRUE,"Senior Health",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Sleep.xml",FALSE,"Sleep Limitations",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Thyroid.xml",FALSE,"Thyroid",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Urology.xml",FALSE,"Urology",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Weight_Management.xml",FALSE,"Weight Management",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/general/Womens_Health.xml",TRUE,"Womens Health",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Abdominal_Aortic_Aneurysm.xml",FALSE,"Abdominal Aortic Aneurysm",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Achalasia.xml",FALSE,"Achalasia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Achondroplasia.xml",FALSE,"Achondroplasia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Acne.xml",FALSE,"Acne",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Actinic_Keratosis.xml",FALSE,"Actinic Keratosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Addison_Disease.xml",FALSE,"Addison Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alcohol_Abuse_and_Alcoholism.xml",FALSE,"Alcohol Abuse and Alcoholism",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alkaptonuria.xml",FALSE,"Alkaptonuria",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Allergic_Cascade.xml",FALSE,"Allergic Cascade",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Allergy.xml",FALSE,"Allergy",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alopecia_Areata.xml",FALSE,"Alopecia Areata",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alpha_1_Antitrypsin_Deficiency.xml",FALSE,"Alpha 1 Antitrypsin Deficiency",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alpha_Thalassemia.xml",FALSE,"Alpha Thalassemia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Alzheimers_Disease.xml",FALSE,"Alzheimer's Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Amyloidosis.xml",FALSE,"Amyloidosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Amyotrophic_Lateral_Sclerosis.xml",FALSE,"Amyotrophic Lateral Sclerosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Anaphylaxis.xml",FALSE,"Anaphylaxis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Anemia.xml",FALSE,"Anemia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Angina.xml",FALSE,"Angina",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Ankle_Pain_and_Tendinitis.xml",FALSE,"Ankle Pain and Tendinitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Ankylosing_Spondylitis.xml",FALSE,"Ankylosing Spondylitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Anorexia_Nervosa.xml",FALSE,"Anorexia Nervosa",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Anthrax.xml",FALSE,"Anthrax",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Antiemetics.xml",FALSE,"Antiemetics",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Antiphospholipid_Syndrome.xml",FALSE,"Antiphospholipid Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Aortic_Stenosis.xml",FALSE,"Aortic Stenosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Appendicitis.xml",FALSE,"Appendicitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Arthritis.xml",FALSE,"Arthritis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Aseptic_Necrosis.xml",FALSE,"Aseptic Necrosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Asthma.xml",FALSE,"Asthma",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Atopic_Dermatitis.xml",FALSE,"Atopic Dermatitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Atrial_Fibrillation.xml",FALSE,"Atrial Fibrillation",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Attention_Deficit_Hyperactivity_Disorder_ADHD.xml",FALSE,"Attention Deficit Hyperactivity Disorder (ADHD)",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Autism.xml",FALSE,"Autism",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bacterial_Vaginosis.xml",FALSE,"Bacterial Vaginosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Baker_Cyst.xml",FALSE,"Baker Cyst",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Barretts_Esophagus.xml",FALSE,"Barrett's Esophagus",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Behcets_Syndrome.xml",FALSE,"Behcet's Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Benign_Prostatic_Hyperplasia.xml",FALSE,"Benign Prostatic Hyperplasia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bernard-Soulier_Disease.xml",FALSE,"Bernard-Soulier Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Beta_Thalassemia.xml",FALSE,"Beta Thalassemia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Biological_Therapy.xml",FALSE,"Biological Therapy",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bipolar_Disorder.xml",FALSE,"Bipolar Disorder",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bladder_Cancer.xml",FALSE,"Bladder Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Boils.xml",FALSE,"Boils",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bone_Cancer.xml",FALSE,"Bone Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Botulism.xml",FALSE,"Botulism",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Brain_Aneurysm.xml",FALSE,"Brain Aneurysm",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Brain_Tumor.xml",FALSE,"Brain Tumor",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Branchial_Cyst.xml",FALSE,"Branchial Cyst",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Breast_Cancer.xml",FALSE,"Breast Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bruises.xml",FALSE,"Bruises",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bulimia.xml",FALSE,"Bulimia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bullous_Pemphigoid.xml",FALSE,"Bullous Pemphigoid",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bunions.xml",FALSE,"Bunions",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Bursitis.xml",FALSE,"Bursitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Canavan_Disease.xml",FALSE,"Canavan Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cancer.xml",FALSE,"Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cancer_Prevention.xml",FALSE,"Cancer Prevention",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Canker_Sores.xml",FALSE,"Canker Sores",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cataracts.xml",FALSE,"Cataracts",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cauliflower_Ear.xml",FALSE,"Cauliflower Ear",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Celiac_Disease.xml",FALSE,"Celiac Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cerebral_Palsy.xml",FALSE,"Cerebral Palsy",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cervical_Cancer.xml",FALSE,"Cervical Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Chalazion.xml",FALSE,"Chalazion",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Childrens_Health.xml",TRUE,"Children's Health",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cholesterol.xml",FALSE,"Cholesterol",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Chronic_Fatigue_Syndrome.xml",FALSE,"Chronic Fatigue Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Chronic_Obstructive_Pulmonary_Disease_COPD.xml",FALSE,"COPD",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Chronic_Pain.xml",FALSE,"Chronic Pain",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Chronic_Rhinitis.xml",FALSE,"Chronic Rhinitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Churg-Strauss_Syndrome.xml",FALSE,"Churg-Strauss Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cirrhosis.xml",FALSE,"Cirrhosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Claudication.xml",FALSE,"Claudication",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cleidocranial_Dysplasia.xml",FALSE,"Cleidocranial Dysplasia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Clostridium_Difficile_Colitis.xml",FALSE,"Clostridium Difficile Colitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Coccydynia.xml",FALSE,"Coccydynia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cold_Flu_Allergy.xml",TRUE,"Cold, Flu, Allergy",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Colon_Cancer.xml",FALSE,"Colon Cancer",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Colon_Cancer_Screening.xml",FALSE,"Colon Cancer Screening",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Colon_Polyps.xml",FALSE,"Colon Polyps",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Congestive_Heart_Failure.xml",FALSE,"Congestive Heart Failure",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Connective_Tissue_Disease.xml",FALSE,"Connective Tissue Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Corns.xml",FALSE,"Corns",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Costochondritis_and_Tietze_Syndrome.xml",FALSE,"Costochondritis and Tietze Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Coxsackie_Virus.xml",FALSE,"Coxsackie Virus",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Creutzfeldt-Jakob_Disease.xml",FALSE,"Creutzfeldt-Jakob Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Crohns_Disease.xml",FALSE,"Crohn's Disease",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cushings_Syndrome.xml",FALSE,"Cushing's Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cuts_Scrapes_and_Puncture_Wounds.xml",FALSE,"Cuts, Scrapes and Puncture Wounds",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cystic_Fibrosis.xml",FALSE,"Cystic Fibrosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Cystinuria.xml",FALSE,"Cystinuria",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/De_Quervains_Tenosynovitis.xml",FALSE,"De Quervain's Tenosynovitis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Deafness.xml",FALSE,"Deafness",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Deep_Vein_Thrombosis.xml",FALSE,"Deep Vein Thrombosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Degenerative_Disc.xml",FALSE,"Degenerative Disc",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Dementia.xml",FALSE,"Dementia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Depression.xml",FALSE,"Depression",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Diabetes_Insipidus.xml",FALSE,"Diabetes Insipidus",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Diabetes_Mellitus.xml",FALSE,"Diabetes",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Diabetic_Home_Care_and_Monitoring.xml",FALSE,"Diabetes",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Diffuse_Idiopathic_Skeletal_Hyperostosis.xml",FALSE,"Diffuse Idiopathic Skeletal Hyperostosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Diverticulosis.xml",FALSE,"Diverticulosis",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Down_Syndrome.xml",FALSE,"Down Syndrome",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Dupuytren_Contracture.xml",FALSE,"Dupuytren Contracture",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Dyslexia.xml",FALSE,"Dyslexia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Dyspepsia.xml",FALSE,"Dyspepsia",,
"MedicineNet","http://www.medicinenet.com/","http://www.medicinenet.com/rss/specialty/Dystonia.xml",FALSE,"Dystonia",,
